timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,rx,ry,rz
1692476528.906733688,map,base_link,0.794170081615448,69.14761352539062,-21.42717170715332,-0.0,-0.0,-0.16280275607831857,0.9866586353006309,-0.0002247266655243317,0.0003468264737637622,0.0,0.0,0.0,0.0004467181615785494
1692476529.21351847,map,base_link,0.7941774725914001,69.1475830078125,-21.42713737487793,-0.0,-0.0,-0.1628022675166371,0.986658715915205,-0.00020571468672713486,0.00031744532345074006,0.0,0.0,0.0,0.0004678511180956412
1692476529.115538240,map,base_link,0.7941642999649048,69.14759826660156,-21.427162170410156,-0.0,-0.0,-0.16280499325246112,0.9866582661550382,-0.00021472149024173397,0.0003315739794640297,0.0,0.0,0.0,0.000347177476291284
1692476529.209249738,map,base_link,0.7941817045211792,69.1476058959961,-21.427160263061523,-0.0,-0.0,-0.16280469679276321,0.9866583150727594,-0.0001843705734413841,0.00028468446031733525,0.0,0.0,0.0,0.0005220629434014481
1692476529.309517099,map,base_link,0.7942036986351013,69.1476058959961,-21.427152633666992,-0.0,-0.0,-0.16279913083600536,0.9866592334737668,-0.00011794262524554276,0.00018185607452524897,0.0,0.0,0.0,0.0002853253617148746
1692476529.409870127,map,base_link,0.7942078113555908,69.1475601196289,-21.427202224731445,-0.0,-0.0,-0.16280026017485894,0.9866590471317831,-0.0002408812217958452,0.00037152218282201864,0.0,0.0,0.0,-0.0003220366968569285
1692476529.506787891,map,base_link,0.7941824197769165,69.14751434326172,-21.42721939086914,-0.0,-0.0,-0.16281499128365196,0.9866566163632129,-0.0002543602278717539,0.00039378577110295814,0.0,0.0,0.0,-3.21092782237954e-05
1692476529.600691491,map,base_link,0.7941538095474243,69.14752960205078,-21.42723274230957,-0.0,-0.0,-0.16281694883597406,0.9866562933320517,-0.0004421948626425343,0.0006849220815317724,0.0,0.0,0.0,-5.7902574274422757e-05
1692476529.707796354,map,base_link,0.7940901517868042,69.14761352539062,-21.427120208740234,-0.0,-0.0,-0.16282330111428964,0.9866552450649849,-0.0004899082060081393,0.0007600559514340792,0.0,0.0,0.0,0.0003285989651339037
1692476529.802629804,map,base_link,0.7941763997077942,69.1476058959961,-21.427204132080078,-0.0,-0.0,-0.16281441089779583,0.9866567121364977,-0.00029492012947371,0.000456510742461061,0.0,0.0,0.0,4.386652982263104e-05
