timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,rx,ry,rz
1699732423.513098697,map,base_link,-5.2251057624816895,67.74510192871094,-27.93646240234375,-0.0,-0.0,-0.14892324017678601,0.9888487591817301,0.0010370993432565322,-0.000337839138669437,0.0,0.0,0.0,0.002849203616245611
1699732423.613740794,map,base_link,-5.225043296813965,67.7452392578125,-27.93764305114746,-0.0,-0.0,-0.14893713279103687,0.988846666817452,0.0006086122344217181,-0.00019934216664713487,0.0,0.0,0.0,0.0015346848821784246
1699732423.714225768,map,base_link,-5.224921226501465,67.74565124511719,-27.938013076782227,-0.0,-0.0,-0.14893430427057797,0.988847092836622,0.0008144469680358722,-0.0002664648000438444,0.0,0.0,0.0,0.0031740345224122134
1699732423.816537572,map,base_link,-5.224853038787842,67.74569702148438,-27.938491821289062,-0.0,-0.0,-0.14892990941468817,0.9888477547538512,0.000900084676139182,-0.0002939757273962715,0.0,0.0,0.0,0.0034731447288024577
1699732423.915451529,map,base_link,-5.22490119934082,67.745849609375,-27.939435958862305,-0.0,-0.0,-0.148924593625479,0.9888485553478278,0.0006661476327365395,-0.0002171157517408352,0.0,0.0,0.0,0.0026787462308215616
1699732424.16192700,map,base_link,-5.224848747253418,67.7460708618164,-27.939952850341797,-0.0,-0.0,-0.14892776672268707,0.9888480774613423,0.0007880861695995188,-0.00025717946937765584,0.0,0.0,0.0,0.0016783000749284326
1699732424.117795207,map,base_link,-5.224971771240234,67.74632263183594,-27.939287185668945,-0.0,-0.0,-0.14892753525887734,0.9888481123214605,0.0007034482701861917,-0.0002295383504718144,0.0,0.0,0.0,0.0028446800687347558
1699732424.217228601,map,base_link,-5.225289821624756,67.7465591430664,-27.938720703125,-0.0,-0.0,-0.14892148437615876,0.9888490236083572,0.0008730579697177698,-0.00028420554672948666,0.0,0.0,0.0,0.0030785802036235235
1699732424.317801608,map,base_link,-5.22532844543457,67.74640655517578,-27.939857482910156,-0.0,-0.0,-0.1489180056979283,0.9888495474939308,0.0006607495312264607,-0.0002147984769469286,0.0,0.0,0.0,0.0017377295635321063
1699732424.418706400,map,base_link,-5.225329399108887,67.74667358398438,-27.93912124633789,-0.0,-0.0,-0.14892290859718696,0.9888488091184384,0.00014088347068724101,-4.588734992349613e-05,0.0,0.0,0.0,0.0021180677308461396
1699732424.519462164,map,base_link,-5.225391864776611,67.74674224853516,-27.939308166503906,-0.0,-0.0,-0.1489343275592713,0.9888470893290163,0.0008110231404863726,-0.0002653470402688938,0.0,0.0,0.0,0.003307485069178983
1699732424.620158695,map,base_link,-5.225396156311035,67.7465591430664,-27.939470291137695,-0.0,-0.0,-0.14893890811541274,0.9888463994217649,0.0005169187288579308,-0.00016942704368163293,0.0,0.0,0.0,0.004033395603895025
1699732424.720663957,map,base_link,-5.225024700164795,67.7466812133789,-27.94055938720703,-0.0,-0.0,-0.14893750015729793,0.9888466114857728,0.0002601660603099909,-8.522590792533971e-05,0.0,0.0,0.0,0.0029709874792090106
1699732424.821304966,map,base_link,-5.22516393661499,67.74671936035156,-27.940656661987305,-0.0,-0.0,-0.14892752657429723,0.9888481136294198,0.0007130479964587229,-0.00023266999052879122,0.0,0.0,0.0,0.0024376894816100043
