timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,rx,ry,rz
1699732424,map,base_link,-5.225105762,67.74510193,49.55906677,0,0,-0.1489232402,0.9888487592,0.001037099343,-0.0003378391387,0,0,0,0.002849203616
1699732424,map,base_link,-5.225043297,67.74523926,49.55906677,0,0,-0.1489371328,0.9888466668,0.0006086122344,-0.0001993421666,0,0,0,0.001534684882
1699732424,map,base_link,-5.224921227,67.74565125,49.55906677,0,0,-0.1489343043,0.9888470928,0.000814446968,-0.0002664648,0,0,0,0.003174034522
1699732424,map,base_link,-5.224853039,67.74569702,49.55906677,0,0,-0.1489299094,0.9888477548,0.0009000846761,-0.0002939757274,0,0,0,0.003473144729
1699732424,map,base_link,-5.224901199,67.74584961,49.55906677,0,0,-0.1489245936,0.9888485553,0.0006661476327,-0.0002171157517,0,0,0,0.002678746231
1699732424,map,base_link,-5.224848747,67.74607086,49.55906677,0,0,-0.1489277667,0.9888480775,0.0007880861696,-0.0002571794694,0,0,0,0.001678300075
1699732424,map,base_link,-5.224971771,67.74632263,49.55906677,0,0,-0.1489275353,0.9888481123,0.0007034482702,-0.0002295383505,0,0,0,0.002844680069
1699732424,map,base_link,-5.225289822,67.74655914,49.55906677,0,0,-0.1489214844,0.9888490236,0.0008730579697,-0.0002842055467,0,0,0,0.003078580204
1699732424,map,base_link,-5.225328445,67.74640656,49.55906677,0,0,-0.1489180057,0.9888495475,0.0006607495312,-0.0002147984769,0,0,0,0.001737729564
1699732424,map,base_link,-5.225329399,67.74667358,49.55906677,0,0,-0.1489229086,0.9888488091,0.0001408834707,-4.59E-05,0,0,0,0.002118067731
1699732425,map,base_link,-5.225391865,67.74674225,49.55906677,0,0,-0.1489343276,0.9888470893,0.0008110231405,-0.0002653470403,0,0,0,0.003307485069
1699732425,map,base_link,-5.225396156,67.74655914,49.55906677,0,0,-0.1489389081,0.9888463994,0.0005169187289,-0.0001694270437,0,0,0,0.004033395604
1699732425,map,base_link,-5.2250247,67.74668121,49.55906677,0,0,-0.1489375002,0.9888466115,0.0002601660603,-8.52E-05,0,0,0,0.002970987479
1699732425,map,base_link,-5.225163937,67.74671936,49.55906677,0,0,-0.1489275266,0.9888481136,0.0007130479965,-0.0002326699905,0,0,0,0.002437689482
1699732425,map,base_link,-5.225091457,67.74687958,49.55906677,0,0,-0.1489215604,0.9888490122,0.0009842644464,-0.0003204160469,0,0,0,0.002124770299
1699732425,map,base_link,-5.226127148,67.7462616,49.55906677,0,0,-0.1489179468,0.9888495564,0.00423133533,-0.001375503479,0,0,0,0.003956478069
1699732425,map,base_link,-5.225322247,67.74717712,49.55906677,0,0,-0.1489143966,0.988850091,0.0002326924928,-7.55E-05,0,0,0,0.003111983075
1699732425,map,base_link,-5.225086689,67.74755859,49.55906677,0,0,-0.1489142571,0.988850112,0.0004923887569,-0.0001598307746,0,0,0,0.002985284727
1699732425,map,base_link,-5.225047112,67.74752045,49.55906677,0,0,-0.1489243858,0.9888485866,0.0004538968657,-0.0001479253221,0,0,0,0.002487859788
1699732425,map,base_link,-5.22516346,67.7474823,49.55906677,0,0,-0.1489292554,0.9888478533,0.0004097263503,-0.0001337859333,0,0,0,0.001794201307
1699732426,map,base_link,-5.225255966,67.74756622,49.55906677,0,0,-0.1489241127,0.9888486278,0.000373647065,-0.0001217587719,0,0,0,0.002177225127
1699732426,map,base_link,-5.225460529,67.74773407,49.55906677,0,0,-0.1489165625,0.9888497648,0.0007165724231,-0.0002328130498,0,0,0,0.002700177467
1699732426,map,base_link,-5.225830078,67.74771118,49.55906677,0,0,-0.1489218254,0.9888489723,0.0009506923877,-0.0003095193351,0,0,0,0.001222792856
1699732426,map,base_link,-5.225687981,67.74777985,49.55906677,0,0,-0.1489196435,0.9888493008,0.0004896947635,-0.0001592942394,0,0,0,0.002094955605
1699732426,map,base_link,-5.225655556,67.7477417,49.55906677,0,0,-0.1489232195,0.9888487623,0.0005632952911,-0.0001834941358,0,0,0,0.001812800342
1699732426,map,base_link,-5.225847721,67.7478714,49.55906677,0,0,-0.1489195862,0.9888493095,0.0008702133849,-0.0002830678681,0,0,0,0.002044350127
1699732426,map,base_link,-5.225818157,67.74778748,49.55906677,0,0,-0.148929401,0.9888478313,0.0006928844181,-0.0002262570922,0,0,0,0.002362215383
1699732426,map,base_link,-5.225911617,67.74783325,49.55906677,0,0,-0.1489285568,0.9888479585,0.001007088824,-0.0003287495523,0,0,0,0.003140876734
1699732426,map,base_link,-5.225946903,67.74785614,49.55906677,0,0,-0.1489274972,0.9888481181,0.0008160233336,-0.0002662681211,0,0,0,0.002505147917
