timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,rx,ry,rz
1697908207.810784968,map,base_link,-12.612335205078125,70.89302825927734,-18.838489532470703,-0.0,-0.0,-0.1312739351793499,0.9913461322578143,-0.0009472750992009296,0.00598684366935127,0.0,0.0,0.0,-0.0007491996800422533
1697908207.911113747,map,base_link,-12.6123628616333,70.8930435180664,-18.83850860595703,-0.0,-0.0,-0.13127091125432702,0.991346532680908,-0.0009026875878322688,0.0056921573292873905,0.0,0.0,0.0,-0.0008418172961427854
1697908208.11808358,map,base_link,-12.612347602844238,70.89308166503906,-18.83852195739746,-0.0,-0.0,-0.13127178246794788,0.9913464173172201,-0.0008536611486009831,0.005386513497420098,0.0,0.0,0.0,-0.0007367177793077379
1697908208.112924547,map,base_link,-12.612485885620117,70.893310546875,-18.838224411010742,-0.0,-0.0,-0.13126733580683753,0.9913470061235747,-0.000688134423309528,0.004327667490144827,0.0,0.0,0.0,-0.00045091628018995304
1697908208.213888892,map,base_link,-12.612604141235352,70.89358520507812,-18.838193893432617,-0.0,-0.0,-0.13126354213390698,0.9913475084482031,-0.0005617423662554539,0.003522827970466063,0.0,0.0,0.0,-0.0007776168979691312
1697908208.304182147,map,base_link,-12.61242961883545,70.89327239990234,-18.838167190551758,-0.0,-0.0,-0.13127672518959552,0.9913457628009994,-0.0007507608265574671,0.00475479349857101,0.0,0.0,0.0,-0.0007848187878188458
1697908208.404865686,map,base_link,-12.612594604492188,70.8934097290039,-18.837961196899414,-0.0,-0.0,-0.1312770086548517,0.9913457252637115,-0.0006698090276636313,0.004243003925503172,0.0,0.0,0.0,-0.0001924584759077737
1697908208.504897594,map,base_link,-12.612513542175293,70.89347839355469,-18.8380069732666,-0.0,-0.0,-0.13127810952868868,0.9913455794820359,-0.0006440660726046341,0.00408330488579991,0.0,0.0,0.0,-0.0008928786083095156
1697908208.605567821,map,base_link,-12.612607955932617,70.89373016357422,-18.837127685546875,-0.0,-0.0,-0.13127056041969984,0.9913465791372349,-0.0005157594605485749,0.0032514178805311514,0.0,0.0,0.0,0.0008128558084859394
1697908208.706568871,map,base_link,-12.612504005432129,70.89346313476562,-18.836885452270508,-0.0,-0.0,-0.13128293894793386,0.9913449399382603,-0.0007295049608881239,0.004641813123980889,0.0,0.0,0.0,0.0009446575384060794
