timestamp,latitude,longitude,altitude,covariance1,covariance2,covariance3,covariance4,covariance5,covariance6,covariance7,covariance8,covariance9
3.898591970,0.00017822575374282223,8.408230750946643e-05,1.182399868965149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.948591970,0.00017822575374282223,8.408230750946643e-05,1.094199776649475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.998591971,0.00017822575374282223,8.408230750946643e-05,0.9814999103546143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.48591972,0.00017822575374282223,8.408230750946643e-05,0.8442997336387634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.98591973,0.00017822575374282223,8.408230750946643e-05,0.6825997233390808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.148591973,0.00017822575374282223,8.408230750946643e-05,0.49639976024627686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.198591974,0.00017822575374282223,8.408230750946643e-05,0.30517953634262085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.248591975,0.00017822575374282223,8.408230750946643e-05,0.2150258719921112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.298591976,0.00017822724439042759,8.407498272263246e-05,0.23345348238945007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.348591976,0.0001782276727340104,8.407334642522276e-05,0.24578653275966644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.398591977,0.00017822746711715354,8.407395468237506e-05,0.2584574818611145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.448591978,0.0001782271587131845,8.407492275361743e-05,0.2694627344608307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.498591979,0.00017822681604684476,8.407581372184052e-05,0.2782711386680603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.548591979,0.00017822657616761717,8.40765333500207e-05,0.2849879860877991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.598591980,0.00017822637056497115,8.407710733916441e-05,0.2899479568004608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
